"Município";"2007/Jan";"2007/Abr";"2007/Mai";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"431780 Santo Augusto";-;-;-;-;-;-;-;1;1;2;3;2;1;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4;2;2;-;1;2;-;1;-;-;-;-;-;-;2;3;1;2;1;-;-;-;2;-;1;-;-;1;-;-;-;-;1;-;-;-;-;1;-;2;-;2;-;2;-;2;1;-;-;1;5;10;5;8;2;-;1;4;4;1;-;-;1;-;-;1;-;1;-;4;3;2;5;2;2;-;13;6;4;2;4;2;2;3;3;-;-;5;11;7;1;5;1;5;4;1;1;3;5;3;3;2;-;-;212
"431790 Santo Cristo";-;-;-;-;-;-;-;-;-;8;5;10;10;4;-;-;1;4;11;11;11;7;6;7;2;8;6;-;-;3;5;13;14;14;13;2;-;1;-;4;8;8;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;216
"431795 Santo Expedito do Sul";-;-;-;-;-;-;-;-;-;3;2;2;-;-;-;-;1;1;2;4;2;1;3;-;2;2;2;-;-;1;1;1;4;1;1;1;-;-;3;1;-;-;-;-;1;5;1;1;-;2;-;1;1;-;-;2;3;1;4;1;1;-;2;4;3;1;1;2;1;2;1;-;2;1;1;2;1;-;-;5;2;4;1;1;2;1;2;2;-;-;3;5;1;-;1;6;3;1;-;2;1;1;1;2;2;-;3;1;1;-;-;-;1;2;1;1;-;1;2;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;154
"431800 São Borja";-;-;-;-;-;-;-;3;13;16;18;42;39;23;22;18;13;65;45;49;28;31;49;41;19;13;20;16;15;19;31;39;37;29;29;15;15;7;15;14;13;15;19;5;10;18;17;18;12;7;3;5;11;11;16;17;25;28;26;17;17;14;11;9;35;31;39;24;30;24;16;19;23;16;9;13;14;7;33;33;37;18;23;27;19;23;16;9;14;4;13;17;17;8;4;6;10;10;8;7;9;4;7;3;4;-;3;3;1;2;-;3;-;1;2;-;1;2;5;-;3;5;3;1;2;5;6;3;3;1;-;1;5;3;1;1;1;1;4;-;1;1;-;1;3;1;1;-;1;3;-;2;1;3;-;-;1;-;1;1967
"431805 São Domingos do Sul";-;-;-;-;-;-;-;-;-;-;3;2;4;-;1;-;1;-;-;-;-;1;-;1;2;1;-;-;-;-;-;1;-;4;1;2;3;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"431810 São Francisco de Assis";-;-;-;-;-;-;-;-;-;-;-;6;3;6;1;6;-;1;-;5;8;12;9;7;2;3;3;4;3;8;6;6;12;9;6;9;4;6;10;6;3;4;8;4;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186
"431820 São Francisco de Paula";-;-;-;-;-;-;-;-;-;4;-;2;-;-;1;2;1;-;-;-;-;-;-;1;-;1;1;-;-;-;-;2;2;1;-;-;1;-;-;1;2;1;-;-;-;1;-;1;1;1;1;5;-;3;-;2;1;-;5;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;-;3;-;3;4;-;2;1;-;1;4;1;1;7;2;1;2;1;2;2;1;1;2;4;1;5;-;-;-;4;4;5;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;1;1;1;1;-;-;-;128
"431830 São Gabriel";-;-;-;-;-;-;-;-;-;-;6;24;18;6;3;2;5;10;6;4;5;8;1;5;2;1;-;3;-;1;1;3;-;-;-;-;-;-;-;-;1;-;1;2;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;1;-;-;1;1;1;1;2;1;1;1;-;1;-;-;-;1;1;-;4;1;-;1;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;1;1;1;-;-;160
"431840 São Jerônimo";-;-;-;-;-;-;1;-;3;2;1;1;-;2;2;3;8;3;6;6;5;6;1;-;1;3;1;-;-;1;2;-;1;-;-;2;-;-;1;-;-;-;-;1;-;1;1;1;3;1;1;-;-;-;-;-;-;-;2;1;1;-;5;2;1;-;-;-;2;4;-;1;-;1;3;1;-;-;-;1;4;2;2;1;-;-;1;2;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;1;-;-;4;-;-;1;-;1;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;132
"431842 São João da Urtiga";-;-;-;-;-;-;-;-;1;5;-;3;3;3;1;2;1;-;4;4;3;-;1;1;1;2;1;-;-;2;-;1;-;-;3;2;2;-;-;-;-;-;-;-;1;-;4;-;-;2;1;1;1;-;1;-;-;-;-;1;-;1;-;1;-;-;1;-;-;1;-;1;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72
"431843 São João do Polêsine";-;-;-;-;-;-;-;-;4;-;-;5;-;-;4;1;3;6;1;-;2;-;-;-;-;-;-;1;-;-;2;2;1;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;50
"431844 São Jorge";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;-;1;-;-;1;-;-;3;-;-;1;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"431845 São José das Missões";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;2;-;-;-;-;-;-;-;2;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"431846 São José do Herval";-;-;-;-;-;-;-;-;2;3;-;-;2;1;1;-;1;-;-;1;-;2;1;-;-;-;-;-;-;-;-;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;4;1;2;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37
"431848 São José do Hortêncio";-;-;-;-;-;-;1;-;1;1;-;1;-;-;1;1;1;-;1;2;2;-;1;-;-;-;-;1;1;2;2;8;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"431849 São José do Inhacorá";-;-;-;-;-;-;-;-;4;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"431850 São José do Norte";-;-;-;-;-;-;-;1;-;7;5;11;6;4;4;5;10;3;4;7;16;8;9;7;9;9;4;2;-;3;4;6;12;7;11;4;1;-;1;3;3;3;5;4;7;7;1;4;4;-;-;-;-;1;1;2;2;5;1;7;4;-;1;-;1;1;3;1;-;1;1;-;-;-;2;-;2;-;-;2;-;4;1;3;1;-;-;2;1;1;-;2;2;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;286
"431860 São José do Ouro";-;-;-;-;-;-;-;1;2;4;3;4;3;4;2;5;3;1;2;3;3;5;4;4;1;2;3;2;2;5;7;5;9;13;6;7;4;4;6;5;2;1;-;-;16;8;2;-;-;4;-;4;3;3;3;6;4;6;5;2;-;4;5;7;6;4;1;-;6;8;6;3;8;4;-;3;4;3;4;11;10;5;8;6;3;6;1;4;4;4;6;6;4;7;6;7;1;5;4;4;8;5;4;3;12;9;8;2;3;-;2;1;7;5;9;3;5;3;4;6;4;6;-;1;4;6;5;9;6;-;1;2;4;8;6;1;1;4;3;4;2;3;-;5;10;10;6;4;2;2;4;4;1;-;3;2;1;1;-;625
"431861 São José do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431862 São José dos Ausentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;3;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;6;3;4;-;-;-;1;-;1;3;3;3;3;1;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;53
"431870 São Leopoldo";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;2;1;-;3;-;1;1;2;-;1;2;-;3;-;-;1;-;2;1;-;-;1;5;-;-;-;2;-;-;-;-;-;2;1;1;-;1;1;-;1;2;2;2;-;1;-;-;1;1;1;1;-;-;2;3;1;3;4;1;4;2;2;2;4;3;4;6;1;1;1;2;3;3;-;2;-;2;2;1;2;2;2;-;1;2;3;3;3;2;-;1;-;1;2;-;-;1;1;-;2;-;1;1;1;2;3;1;1;1;3;2;-;-;1;1;1;-;1;1;1;1;1;1;3;-;-;1;1;1;-;2;1;1;1;1;3;2;-;-;-;-;179
"431880 São Lourenço do Sul";-;-;-;-;-;-;-;1;7;17;8;14;7;8;6;2;11;9;14;11;17;7;13;11;12;12;5;4;4;7;4;5;16;9;19;16;4;6;4;8;9;4;4;8;7;6;11;3;6;1;4;-;1;-;1;1;1;2;2;1;4;2;-;-;1;6;4;3;7;2;5;3;5;2;1;1;1;2;3;1;2;5;4;4;1;2;-;1;3;2;3;5;1;1;-;2;1;2;1;6;2;-;2;-;-;1;1;-;1;1;-;-;2;1;3;-;4;8;2;-;1;-;3;1;1;1;1;3;3;1;1;6;3;-;3;2;2;1;1;1;1;1;2;-;2;1;3;-;-;5;-;1;1;4;1;4;-;-;-;558
"431890 São Luiz Gonzaga";-;-;-;-;-;-;-;-;7;29;28;10;19;4;8;10;12;20;11;13;8;16;20;9;10;14;5;6;5;5;6;12;1;26;30;15;9;3;2;5;28;6;9;13;8;22;15;10;7;2;-;-;-;-;2;1;-;3;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;1;1;2;-;1;-;-;-;2;1;-;-;-;-;-;1;-;-;-;2;1;1;-;-;1;-;1;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;532
"431900 São Marcos";-;-;-;-;-;-;-;17;7;22;18;19;11;10;10;9;14;16;21;17;20;24;21;27;14;15;6;7;11;5;1;14;30;14;19;30;20;14;3;10;5;11;14;24;9;23;6;11;9;7;6;7;8;8;9;16;12;10;10;16;9;21;18;17;6;12;6;8;14;11;15;18;5;11;10;4;2;1;4;5;6;6;2;1;4;5;10;7;4;5;8;11;3;1;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;993
"431910 São Martinho";-;-;-;-;-;-;-;-;2;7;5;2;4;3;1;1;2;2;-;3;2;-;5;6;4;3;2;-;1;-;1;3;4;2;-;-;-;-;-;-;1;1;2;4;2;7;1;-;1;-;1;-;-;-;1;2;2;-;-;2;1;3;1;2;-;-;-;1;3;3;1;3;1;1;-;-;1;1;2;2;1;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;-;-;-;1;2;2;1;1;-;-;1;3;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;148
"431912 São Martinho da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431915 São Miguel das Missões";-;-;-;-;-;-;-;-;-;-;2;7;5;4;-;-;-;3;-;2;3;2;5;1;1;2;-;-;2;-;3;2;4;2;4;1;-;1;1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;2;3;1;2;-;-;-;-;-;1;-;1;1;-;2;-;-;-;-;-;1;-;4;2;1;4;-;-;5;1;-;1;-;-;-;-;2;4;1;-;-;-;1;-;-;-;1;1;4;1;-;-;-;6;1;-;2;1;5;2;3;1;3;2;-;1;-;2;1;3;1;1;-;-;2;-;1;-;1;2;156
"431920 São Nicolau";-;-;-;-;-;-;-;-;-;1;1;1;3;-;2;3;-;-;2;1;-;-;2;3;-;-;1;1;-;-;1;3;1;4;3;-;1;-;-;-;1;-;1;-;-;1;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"431930 São Paulo das Missões";-;-;-;-;-;-;-;-;-;-;3;4;3;2;-;4;3;-;4;2;7;3;1;2;6;2;-;2;3;-;2;9;3;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82
"431935 São Pedro da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431936 São Pedro das Missões";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;1;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;28
"431937 São Pedro do Butiá";-;-;-;-;-;-;-;-;-;2;2;2;1;-;-;1;1;-;1;-;3;6;1;6;4;5;1;1;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3;-;2;-;-;-;-;-;-;1;-;-;1;-;-;1;1;1;-;1;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65
"431940 São Pedro do Sul";-;-;-;-;-;-;-;2;-;4;1;2;-;-;1;1;-;-;1;-;2;1;2;1;-;1;1;1;1;-;1;-;-;-;2;2;-;-;-;-;-;-;-;1;-;-;-;-;-;2;2;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;51
"431950 São Sebastião do Caí";-;-;-;-;-;-;1;-;1;3;-;4;1;-;-;-;2;1;1;2;-;3;2;2;2;-;-;-;-;1;1;-;-;-;1;-;-;1;-;1;2;-;1;-;3;1;-;3;-;-;1;3;1;-;2;1;-;-;-;2;2;1;-;1;4;-;1;2;2;1;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;80
"431960 São Sepé";-;-;-;-;-;-;-;-;5;7;16;14;5;7;3;9;6;8;10;5;5;14;13;13;6;8;4;1;8;2;2;6;11;10;7;13;3;6;6;7;9;9;13;3;4;9;9;3;4;6;1;1;2;2;6;3;2;12;2;2;3;6;5;3;5;2;2;8;-;8;11;7;3;2;1;3;1;3;5;8;2;2;7;5;-;7;1;2;3;3;4;5;5;5;3;3;3;3;2;2;4;4;1;1;4;2;2;3;2;3;3;5;2;2;-;-;1;4;4;2;1;3;4;1;2;3;6;2;3;4;3;2;1;1;-;-;2;-;1;2;1;2;4;3;2;1;-;1;-;-;-;-;1;-;2;-;-;1;1;604
"431970 São Valentim";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;-;1;1;-;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"431971 São Valentim do Sul";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;3;3;1;-;-;1;-;-;-;1;-;-;-;-;2;1;-;-;1;-;1;-;-;-;-;2;1;1;1;-;-;1;-;-;-;-;-;6;3;1;3;2;1;-;3;1;1;4;1;2;3;-;-;4;3;2;-;2;-;1;-;1;-;-;-;-;-;-;-;-;3;-;-;2;-;1;3;1;1;1;1;3;1;3;3;4;6;-;1;3;1;4;4;1;-;2;-;3;2;1;2;1;-;3;-;2;1;1;2;1;-;-;-;2;-;2;2;-;1;4;-;2;1;1;-;1;1;1;-;2;-;-;-;3;-;1;-;2;-;162
"431973 São Valério do Sul";-;-;-;-;-;-;1;3;1;1;2;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;1;2;1;1;7;1;1;-;-;-;3;1;-;1;-;-;-;-;-;-;-;-;1;1;2;1;-;1;-;1;-;-;-;1;-;2;-;1;-;1;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;60
